product_id,product_name,category,brand,retail_price,cost,times_ordered,total_revenue,total_profit,pct_of_margin,avg_sale_price,avg_discount_pct,product_classification
4745,CJ by Cookie Johnson Women's Peace Skinny Jean,Jeans,CJ by Cookie Johnson,145,85.11,4,580,239.54,41.3,145,100,Niche Premium
16407,Wrangler Men's George Strait Button Down,Tops & Tees,Wrangler,50,26.05,10,500,239.5,47.9,50,100,Niche Premium
4284,Lucky Brand Women's Leslie Sweet N Low Jean,Jeans,Lucky Brand,68.65,38.72,8,549.2,239.45,43.6,68.65,100,Niche Premium
13707,Klondike Sterling Leather Hat Rabbit Fur Trooper Winter Ski Brown 9H6619,Accessories,Klondike Sterling,69.95,30.08,6,419.7,239.23,57,69.95,100,Niche Premium
14461,Anita Maternity Women's Softcup Nursing Bra  #5051,Maternity,Anita,64,29.82,7,448,239.23,53.4,64,100,Niche Premium
23641,Columbia Men's Steens Mountain Full Zip,Outerwear & Coats,Columbia,59.95,25.78,7,419.65,239.2,57,59.95,100,Niche Premium
23265,Oakley Cruise Hybrid 4-Way Strech Walkshort- Olive Camo,Shorts,Oakley,65,35.1,8,520,239.2,46,65,100,Niche Premium
14904,Belabumbum Lotus Lace Black Maternity/Nursing Nightgown,Maternity,Belabumbum,67,27.14,6,402,239.19,59.5,67,100,Niche Premium
13306,ATHENA Women's Trinidad Halter Tankini,Swim,Athena,61,26.84,7,427,239.12,56,61,100,Niche Premium
17211,Quiksilver Men's Cooper Hoodie Sweater,Fashion Hoodies & Sweatshirts,Quiksilver,49.5,25.59,10,495,239.08,48.3,49.5,100,Niche Premium
23244,Polo Ralph Lauren Men's Cargo Shorts-Blue,Shorts,Polo Ralph Lauren,69.98,35.83,7,489.86,239.05,48.8,69.98,100,Niche Premium
8592,Via Spiga Women's Double-Breasted Down Jacket With Faux-Fur Collar,Outerwear & Coats,Via Spiga,140,60.34,3,420,238.98,56.9,140,100,Niche Premium
5067,PAIGE Women's Skyline Straight,Jeans,PAIGE,179,99.34,3,537,238.97,44.5,179,100,Niche Premium
26485,Men's Water Absorbent 15 oz Fleece Bathrobe,Sleep & Lounge,Alexander Del Rossa,59.99,25.86,7,419.93,238.94,56.9,59.99,100,Niche Premium
5400,KUT from the Kloth Women's Trouser Flare Pant,Pants & Capris,KUT from the Kloth,84,44.18,6,504,238.9,47.4,84,100,Niche Premium
14705,Maternal America Women's Maternity Scoop Neck Front Tie Dress,Maternity,Maternal America,106.06,46.35,4,424.24,238.85,56.3,106.06,100,Niche Premium
23570,Matix Saber Walkshort - Charcoal,Shorts,Matix,47.95,24.07,10,479.5,238.79,49.8,47.95,100,Niche Premium
18973,Pendleton Men's V-Neck Sweater,Sweaters,Pendleton,89.6,41.84,5,448,238.78,53.3,89.6,100,Niche Premium
3632,Jessica Howard Women's Rosy Mob Jacket Dress,Dresses,Jessica Howard,71.31,31.52,6,427.86,238.75,55.8,71.31,100,Niche Premium
21738,Levi's Men's 508 Regular Tapered Rinsed Corduroy Pant,Pants,Levi's,53,23.16,8,424,238.71,56.3,53,100,Niche Premium
22578,Paul Fredrick Wool Flannel Windowpane Flat Front Pant,Pants,Paul Fredrick,109.5,49.82,4,438,238.71,54.5,109.5,100,Niche Premium
18775,CW-X Men's Revolution Tights,Active,CW-X,195,75.66,2,390,238.68,61.2,195,100,Niche Premium
24299,ADIDAS ADI FIREBIRD TRACK JACKET TOP MENS X46181,Outerwear & Coats,adidas,68,28.22,6,408,238.68,58.5,68,100,Niche Premium
865,Splendid Women's Jersey Wrap,Sweaters,Splendid,68,28.22,6,408,238.68,58.5,68,100,Niche Premium
2157,Harajuku Lovers Women's Black Hoodie Jacket,Fashion Hoodies & Sweatshirts,Harajuku,69.99,35.9,7,489.93,238.6,48.7,69.99,100,Niche Premium
22694,Quiksilver Waterman Men's Down Under Walkshort,Shorts,Quiksilver,55,28.49,9,495,238.59,48.2,55,100,Niche Premium
8525,Alfred Dunner Women's Spliced Sequin Jacket,Outerwear & Coats,Alfred Dunner,60,25.92,7,420,238.56,56.8,60,100,Niche Premium
17392,Tommy Hilfiger Mens Full Zip Hooded Sweatshirt,Fashion Hoodies & Sweatshirts,Tommy Hilfiger,79.99,45.91,7,559.93,238.53,42.6,79.99,100,Niche Premium
23573,Alpha Industries MA-1 Short,Shorts,Alpha Industries,75,35.25,6,450,238.5,53,75,100,Niche Premium
7890,eloquii Classic Fit Peak Lapel Jacket,Blazers & Jackets,eloquii,101.4,41.78,4,405.6,238.49,58.8,101.4,100,Niche Premium
23486,Element Grid Hybrid Short - Men's,Shorts,Element,59.5,29.69,8,476,238.48,50.1,59.5,100,Niche Premium
21972,AG Adriano Goldschmied Men's Straight Leg Chino Pant,Pants,AG Adriano Goldschmied,138,58.51,3,414,238.46,57.6,138,100,Niche Premium
3316,Jessica Howard Women's 2 Piece 3/4 Sleeve Bolero Jacket Party Dress,Dresses,Jessica Howard,137.5,58.02,3,412.5,238.43,57.8,137.5,100,Niche Premium
7525,DKNYC Women's Long Sleeve Cutaway Soft Suiting Jacket,Blazers & Jackets,DKNYC,95.82,36.22,4,383.28,238.4,62.2,95.82,100,Niche Premium
4043,BCBGMAXAZRIA Women's Adele Petite Printed Wrap Dress,Dresses,BCBGMAXAZRIA,111.99,52.41,4,447.96,238.31,53.2,111.99,100,Niche Premium
3267,maxandcleo Women's Alanna Cocktail Dress,Dresses,maxandcleo,66.6,26.91,6,399.6,238.16,59.6,66.6,100,Niche Premium
21328,7 For All Mankind Men's Standard In Summer Linen Jean,Jeans,7 For All Mankind,178,98.61,3,534,238.16,44.6,178,100,Niche Premium
21350,Affliction-Men Jeans Blake Paneled Rough Fleur Tarmac Flap Relaxed Straight leg,Jeans,Affliction,135,75.46,4,540,238.14,44.1,135,100,Niche Premium
12768,TYR Sport Women's Solid Diamondback Workout Bikini Swim Suit,Swim,TYR,55.76,21.75,7,390.32,238.1,61,55.76,100,Niche Premium
21535,Cutter & Buck Big & Tall West Mercer Jeans,Jeans,Cutter & Buck,120,60.48,4,480,238.08,49.6,120,100,Niche Premium
9730,Midnight by Carole Hochman Women's Forever And Always Pajama,Sleep & Lounge,Carole Hochman,78,43.99,7,546,238.06,43.6,78,100,Niche Premium
8281,London Fog Women's Grace Jacket,Outerwear & Coats,London Fog,87.5,39.9,5,437.5,238,54.4,87.5,100,Niche Premium
5355,Shoreline Linen Pants / Regular,Pants & Capris,Orvis,79,39.34,6,474,237.95,50.2,79,100,Niche Premium
27355,Derek Rose Men's Royal 174 Classic Pajama Gift Set,Sleep & Lounge,Derek Rose,192.5,73.53,2,385,237.93,61.8,192.5,100,Niche Premium
22620,Ralph Lauren Plain Front Pants,Pants,Ralph Lauren,68.65,34.67,7,480.55,237.87,49.5,68.65,100,Niche Premium
8780,London Fog Women's Double-Breasted Belted Trench Coat,Outerwear & Coats,London Fog,140,60.76,3,420,237.72,56.6,140,100,Niche Premium
20028,Michael Kors Mens 2 Button Gray Silk Wool Sport Coat Jacket Blazer,Suits & Sport Coats,Michael Kors,139.99,60.76,3,419.97,237.7,56.6,139.99,100,Niche Premium
20818,Diesel Men's Zathan Regular Bootcut Jean,Jeans,Diesel,233.95,115.1,2,467.9,237.69,50.8,233.95,100,Niche Premium
18051,Carhartt Men's Thermal-Lined Hooded Zip-Front Sweatshirt,Active,Carhartt,83.99,36.45,5,419.95,237.69,56.6,83.99,100,Niche Premium
5687,MAXSTUDIO SILICONE-WASHED TWILL TROUSERS,Pants & Capris,MAXSTUDIO,98,50.47,5,490,237.65,48.5,98,100,Niche Premium
8302,Carhartt Women's Sandstone Kenai Parka,Outerwear & Coats,Carhartt,139.95,60.74,3,419.85,237.64,56.6,139.95,100,Niche Premium
18761,Men's Columbia Hart Mountain II Crew Tall Sweatshirt,Active,Columbia,54.93,20.98,7,384.51,237.63,61.8,54.93,100,Niche Premium
21946,Oakley Men's Take Pant,Pants,Oakley,75,35.4,6,450,237.6,52.8,75,100,Niche Premium
42,Lucky Brand Women's Plus-Size Farrah Printed Top,Tops & Tees,Lucky Brand,99,51.48,5,495,237.6,48,99,100,Niche Premium
11241,Leonisa Contour Boyshort Shaper 018678,Intimates,Leonisa,60,30.3,8,480,237.6,49.5,60,100,Niche Premium
19409,Maglierie Di Perugia MDP IU 1802 ANT Silk/Cashmere V-Neck Dark Grey Men's Sweater,Sweaters,Maglierie Di Perugia,95.99,48.47,5,479.95,237.58,49.5,95.99,100,Niche Premium
23686,Kenneth Cole Men's Melton Single-Breasted Pea Coat,Outerwear & Coats,Kenneth Cole,99.99,40.6,4,399.96,237.58,59.4,99.99,100,Niche Premium
20385,Elegant Men's Black Slim Fit Two Button Suit With Slim Notch Lapel with Satin Trim,Suits & Sport Coats,King Formal Wear,79.99,32.48,5,399.95,237.57,59.4,79.99,100,Niche Premium
23981,Carhartt Active Jacket,Outerwear & Coats,Carhartt,104.56,45.17,4,418.24,237.56,56.8,104.56,100,Niche Premium
27080,American Essentials Men's Microfleece Drawstring Pant,Sleep & Lounge,American Essentials,49,19.31,8,392,237.55,60.6,49,100,Niche Premium
8489,UltraClub Women's Iceberg Fleece Full-Zip Jacket. 8481,Outerwear & Coats,UltraClub,49.99,20.3,8,399.92,237.55,59.4,49.99,100,Niche Premium
23099,Original Penguin Men's Yarn Dyed Short,Shorts,Original Penguin,51.75,25.36,9,465.75,237.53,51,51.75,100,Niche Premium
1774,DC Juniors Hagen Cardigan Sweater,Fashion Hoodies & Sweatshirts,DC,68,34.07,7,476,237.52,49.9,68,100,Niche Premium
20338,Venetian Tuxedo Vest with Matching Windsor Band Tie - Many Colors to Choose From!,Suits & Sport Coats,Cardi International,99.95,40.58,4,399.8,237.48,59.4,99.95,100,Niche Premium
21481,New Men's Postage Mohave/Rockwell Modern Vintage Premium Denim Jean,Jeans,Postage,99.99,52.49,5,499.95,237.48,47.5,99.99,100,Niche Premium
8677,Lilly Pulitzer Women's Maddie Zip Front Jacket,Outerwear & Coats,Lilly Pulitzer,158,78.84,3,474,237.47,50.1,158,100,Niche Premium
14517,GlamourmomÂ® Nursing Bra Full Bust Slimming Long Top,Maternity,Glamourmom,59,25.08,7,413,237.47,57.5,59,100,Niche Premium
19324,Men's Fila Essenza Cotton Warmth V-Neck Sweater Vest,Sweaters,Fila,79.95,40.37,6,479.7,237.45,49.5,79.95,100,Niche Premium
21853,Akademiks Montana Canvas Men's Belted Cargo Pants,Pants,Akademiks,64,30.08,7,448,237.44,53,64,100,Niche Premium
3164,Eliza J Women's Sleeveless Dress with Tulip Skirt,Dresses,Eliza J,148.99,69.88,3,446.97,237.34,53.1,148.99,100,Niche Premium
13679,Ray-Ban Rb4147 Square Sunglasses,Accessories,Ray-Ban,93,33.67,4,372,237.34,63.8,93,100,Niche Premium
12344,Irall Bernadette Black Satin Camisole and Short Set,Intimates,Irall,70.78,36.88,7,495.46,237.33,47.9,70.78,100,Niche Premium
21469,7 For All Mankind Men's Austyn Relaxed Straight Leg Jean in Los Angeles Dark,Jeans,7 For All Mankind,169,89.91,3,507,237.28,46.8,169,100,Niche Premium
19721,55DSL Men's Kredeke Sweater,Sweaters,55DSL,63,29.11,7,441,237.26,53.8,63,100,Niche Premium
1201,Womens Cashmere & Merino Versatile Vee Cardigan,Sweaters,Wool Overs,50,20.35,8,400,237.2,59.3,50,100,Niche Premium
19891,DKNY Mens 2 Button Dark Gray Black Texture Slim Fit Wool Sport Coat Jacket,Suits & Sport Coats,DKNY,99.99,40.7,4,399.96,237.18,59.3,99.99,100,Niche Premium
20997,7 For All Mankind Men's Relaxed Jean,Jeans,7 For All Mankind,130.81,71.55,4,523.24,237.03,45.3,130.81,100,Niche Premium
20024,Kenneth Cole Men's Velvet Military Blazer,Suits & Sport Coats,Kenneth Cole,198.5,80,2,397,237.01,59.7,198.5,100,Niche Premium
22399,Original Penguin Men's Whitfield Pant,Pants,Original Penguin,135,56.02,3,405,236.93,58.5,135,100,Niche Premium
7313,Ed Garments Women's Classic Cut Waistband Skirt. 9731,Skirts,Ed Garments,47.99,18.38,8,383.92,236.88,61.7,47.99,100,Niche Premium
20740,prAna Men's Axiom 30-Inch Inseam Jean,Jeans,prAna,80,46.16,7,560,236.88,42.3,80,100,Niche Premium
17613,On The Byas Mens Team Varsity Fleece,Fashion Hoodies & Sweatshirts,On The Byas,49.5,27.97,11,544.5,236.86,43.5,49.5,100,Niche Premium
1447,Sutton Studio Women's Cashmere Ribbed Turtleneck Plus,Sweaters,Sutton Studio,139.99,61.04,3,419.97,236.86,56.4,139.99,100,Niche Premium
21828,RVCA Men's Weekender Pant,Pants,RVCA,49,22.69,9,441,236.82,53.7,49,100,Niche Premium
4995,PAIGE Women's Skyline Mid Rise Bootcut Jean,Jeans,PAIGE,179,100.06,3,537,236.82,44.1,179,100,Niche Premium
23665,Kenneth Cole Men's Plush Pea Coat With Scarf,Outerwear & Coats,Kenneth Cole,99.99,40.8,4,399.96,236.78,59.2,99.99,100,Niche Premium
1138,Ralph Lauren Sport Women Shawl Collar Pony Logo Sweater Pullover,Sweaters,Ralph Lauren,79.99,32.64,5,399.95,236.77,59.2,79.99,100,Niche Premium
15979,Ray-Ban Women's EMMA Cateye Sunglasses,Plus,Ray-Ban,109,49.81,4,436,236.75,54.3,109,100,Niche Premium
12954,Miraclesuit Women's Scales Models Atlantis One Piece Swimsuit,Swim,Miraclesuit,94.99,35.81,4,379.96,236.72,62.3,94.99,100,Niche Premium
28308,DC Men's Chino Pant,Accessories,DC,53,19.19,7,371,236.7,63.8,53,100,Niche Premium
8757,Via Spiga Women's Zip Front Fashion Coat With Knit Collar,Outerwear & Coats,Via Spiga,131.94,53.04,3,395.82,236.7,59.8,131.94,100,Niche Premium
21582,Big Star Men's Pioneer Bootcut Fit Jean in Trace,Jeans,BIG STAR,98,50.67,5,490,236.67,48.3,98,100,Niche Premium
3142,Suzi Chin Women's Pleated Dress,Dresses,Suzi Chin,148,69.12,3,444,236.65,53.3,148,100,Niche Premium
4721,True Religion Special Edition Halle Higher Rise Super Skinny in Lonestar,Jeans,True Religion,165,86.13,3,495,236.61,47.8,165,100,Niche Premium
19753,Buffalo by David Bitton Men's Wutang Sweater,Sweaters,Buffalo by David Bitton,74.97,35.54,6,449.82,236.61,52.6,74.97,100,Niche Premium
18620,LRG Core Collection Pullover Hoodie - Men's,Active,LRG,64,24.58,6,384,236.54,61.6,64,100,Niche Premium
17419,Ben Sherman Men's Long Sleeve Funnel Neck Sweatshirt,Fashion Hoodies & Sweatshirts,Ben Sherman,110,62.7,5,550,236.5,43,110,100,Niche Premium
13882,Hobo  Lauren SU-51010BLK WalletBlackOne Size,Accessories,HOBO,91.09,31.97,4,364.36,236.47,64.9,91.09,100,Niche Premium
22929,Oneill Men's Triumph Short,Shorts,O'Neill,44.5,20.87,10,445,236.29,53.1,44.5,100,Niche Premium
29011,Electric Visual KB1 Wrap Sunglasses,Accessories,Electric,61.15,27.4,7,428.05,236.28,55.2,61.15,100,Niche Premium
20363,Men's Superior 150s Single Breasted Two Button Gray Pinstripe 3 PCS Vested Dress Suit European Cut,Suits & Sport Coats,Caravelli,99.95,40.88,4,399.8,236.28,59.1,99.95,100,Niche Premium
4016,Strapless Prom Dress Jr Long Gown #2576,Dresses,US Fairytailes,84.99,37.74,5,424.95,236.27,55.6,84.99,100,Niche Premium
2392,Roxy Women's Field Trip Fleece Full Zip Long Sleeve Y474658F-PRT,Fashion Hoodies & Sweatshirts,Roxy,68.96,29.58,6,413.76,236.26,57.1,68.96,100,Niche Premium
6695,AG Adriano Goldschmied Women's City Short,Shorts,AG Adriano Goldschmied,148,69.26,3,444,236.21,53.2,148,100,Niche Premium
19447,French Connection Men's Auderly Sonar Crew Neck Breton Shoulder Sweater,Sweaters,French Connection,98,50.76,5,490,236.18,48.2,98,100,Niche Premium
3857,Corey Lynn Calter Women's Holly Maxi Tank Dress,Dresses,CoreyLynnCalter,100.57,41.54,4,402.28,236.14,58.7,100.57,100,Niche Premium
12333,Le Mystere Isabella All Over Lace Bra Sets Thong 2 Piece Memory Form Gift Idea B C or D Cups,Intimates,Le Mystere,79.99,40.63,6,479.94,236.13,49.2,79.99,100,Niche Premium
26983,Majestic International Men's Herringbone Shawl Robe,Sleep & Lounge,Majestic International,55.94,22.21,7,391.58,236.12,60.3,55.94,100,Niche Premium
19238,Kenneth Cole Men's V-Neck Printed Stripe Sweater,Sweaters,Kenneth Cole,59.99,30.47,8,479.92,236.12,49.2,59.99,100,Niche Premium
10913,Signature Lace Low Rise Thong 5-Pack,Intimates,Hanky Panky,90,50.67,6,540,235.98,43.7,90,100,Niche Premium
13517,Seafolly Women's La Vita Skirted Pant,Swim,Seafolly,78,30.81,5,390,235.95,60.5,78,100,Niche Premium
16194,Icebreaker Men's Long Sleeve Crewe Bodyfit 260 Top,Tops & Tees,Icebreaker,109.99,62.8,5,549.95,235.93,42.9,109.99,100,Niche Premium
27199,American Essentials Men's Sleepwear French Terry Drawstring Pant,Sleep & Lounge,American Essentials,62.51,23.19,6,375.06,235.91,62.9,62.51,100,Niche Premium
1354,Pendleton Women's Merino Wool Cable Cardigan,Sweaters,Pendleton,91.77,44.6,5,458.85,235.85,51.4,91.77,100,Niche Premium
18043,Tommy Bahama Mens New York Mets Half-Zip Sweatshirt,Fashion Hoodies & Sweatshirts,Tommy Bahama,115,67.85,5,575,235.75,41,115,100,Niche Premium
17158,Quiksilver Men's Barkley Hoodie,Fashion Hoodies & Sweatshirts,Quiksilver,69.5,40.03,8,556,235.74,42.4,69.5,100,Niche Premium
4264,Seven7 Women's Lurex Seven Pocket Jean,Jeans,Seven7,69,35.33,7,483,235.7,48.8,69,100,Niche Premium
11260,Marena Support Girdle with Suspenders and Medium Legs (F5 Certified Compression Garment),Intimates,ComfortWear,104.28,57.15,5,521.4,235.67,45.2,104.28,100,Niche Premium
24724,Smartwool Toe Sock Micro,Socks,SmartWool,110,70.73,6,660,235.62,35.7,110,100,Underperformer
3112,Calvin Klein Women's Plus-Size Wmn Printed Seamed Dress,Dresses,Calvin Klein,139.5,60.96,3,418.5,235.62,56.3,139.5,100,Niche Premium
26759,Majestic International Men's Bengal Stripe Nightshirt,Sleep & Lounge,Majestic International,37.5,13.95,10,375,235.5,62.8,37.5,100,Niche Premium
22374,Tokyo Five Brand Washed Fit Corduroy Pants - Black,Pants,Tokyo Five Brand,90,42.93,5,450,235.35,52.3,90,100,Niche Premium
1684,O'Neill Juniors Autumn Hoodie,Fashion Hoodies & Sweatshirts,O'Neill,70,36.4,7,490,235.2,48,70,100,Niche Premium
21029,Original Penguin Men's Five-Pocket Jean,Jeans,Original Penguin,98,50.96,5,490,235.2,48,98,100,Niche Premium
1169,Lauren By Ralph Red Terisa Fair Isle Long Sleeve Sweater,Sweaters,Ralph Lauren,64.99,31.39,7,454.93,235.2,51.7,64.99,100,Niche Premium
14240,Michael Kors Pippa Sunglasses - M2784,Accessories,Michael Kors,81.95,34.91,5,409.75,235.2,57.4,81.95,100,Niche Premium
8290,Kenneth Cole Women's Plush Peacoat,Outerwear & Coats,Kenneth Cole,105.56,46.76,4,422.24,235.19,55.7,105.56,100,Niche Premium
21421,7 For All Mankind Men's The Straight Jean In Blue Shade,Jeans,7 For All Mankind,119,60.21,4,476,235.14,49.4,119,100,Niche Premium
5516,Bonfire Women's Radiant Pants,Pants & Capris,Bonfire,169.95,91.6,3,509.85,235.04,46.1,169.95,100,Niche Premium
19931,Men's Single Breasted Three Button Navy Dress Suit,Suits & Sport Coats,Giorgio Cerruti,69.95,30.78,6,419.7,235.03,56,69.95,100,Niche Premium
23275,Jet Lag Men's Baggio Cargo Fashion Shorts,Shorts,Jet Lag,109,50.25,4,436,235,53.9,109,100,Niche Premium
27047,Hanro Men's Long Island Short Sleeve Shirt,Sleep & Lounge,Hanro,61.58,22.42,6,369.48,234.99,63.6,61.58,100,Niche Premium
12178,Frederick's of Hollywood Dream Full-Figure Lace Corset Womens,Intimates,Frederick's of Hollywood,66,36.63,8,528,234.96,44.5,66,100,Niche Premium
23935,Tommy Hilfiger Men's Light Weight Trench Coat,Outerwear & Coats,Tommy Hilfiger,105,46.31,4,420,234.78,55.9,105,100,Niche Premium
23186,Mod-O-Doc Men's Medium Rib Cargo Short,Shorts,Mod-O-Doc,60,30.66,8,480,234.72,48.9,60,100,Niche Premium
4906,Not Your Daughter's Jeans Women's Jade Legging,Jeans,Not Your Daughter's Jeans,98,51.06,5,490,234.71,47.9,98,100,Niche Premium
26855,Tommy Bahama Men's TB Resort Terry Loop Bathrobe,Sleep & Lounge,Tommy Bahama,90.39,31.73,4,361.56,234.65,64.9,90.39,100,Niche Premium
27836,Quiksilver Waterman Men's West Reef Boardshort,Swim,Quiksilver,49.5,29.95,12,594,234.63,39.5,49.5,100,Underperformer
23167,Surfwashed Pure Cotton Twill Shorts,Shorts,Orvis,79,39.89,6,474,234.63,49.5,79,100,Niche Premium
24076,NASA MA-1 Flight Jacket,Outerwear & Coats,Alpha Industries,133,54.8,3,399,234.61,58.8,133,100,Niche Premium
13911,Carrera Carrera Champion/L/S Black Frame/Grey Gradient Lens 62Mm,Accessories,Carrera,78.99,32.07,5,394.95,234.6,59.4,78.99,100,Niche Premium
22392,Armani Exchange Tape Detail Track Pant,Pants,A:X Armani Exchange,88,41.1,5,440,234.52,53.3,88,100,Niche Premium
24094,Polo Ralph Lauren Bi-Swing Windbreaker Jacket Navy,Outerwear & Coats,Polo Ralph Lauren,109.99,51.37,4,439.96,234.5,53.3,109.99,100,Niche Premium
17677,WeSC Men's Waylon Hooded Sweatshirt,Fashion Hoodies & Sweatshirts,WESC,79,45.5,7,553,234.47,42.4,79,100,Niche Premium
8737,Larry Levine Women's Luxuriously Soft Belted Wool Coat,Outerwear & Coats,Larry Levine,112.5,53.89,4,450,234.45,52.1,112.5,100,Niche Premium
8756,Nicole Miller Women's Mod Swing Coat,Outerwear & Coats,Nicole Miller,150,71.85,3,450,234.45,52.1,150,100,Niche Premium
18225,prAna Men's Sutra Pant,Active,prAna,69.9,30.83,6,419.4,234.44,55.9,69.9,100,Niche Premium
11693,Hanro Women's Moments Wide Lace Spaghetti Camisole,Intimates,Hanro,88,48.93,6,528,234.43,44.4,88,100,Niche Premium
19232,Perry Ellis Men's Long Sleeve V-Neck Sweater,Sweaters,Perry Ellis,55.6,26.3,8,444.8,234.41,52.7,55.6,100,Niche Premium
12798,Robin Piccone Penelope One Piece Bandeau,Swim,Robin Piccone,130,51.87,3,390,234.39,60.1,130,100,Niche Premium
23724,SEAN JOHN Snorkel Down Toggle Parka Mens Coat Jacket Faux Fur Hood,Outerwear & Coats,Sean John,59.99,26.52,7,419.93,234.32,55.8,59.99,100,Niche Premium
24194,Columbia Men's Road 2 Peak Full Zip Fleece,Outerwear & Coats,Columbia,99.95,41.38,4,399.8,234.28,58.6,99.95,100,Niche Premium
4438,True Religion Women's Becky Classics Jean,Jeans,True Religion,238,120.9,2,476,234.19,49.2,238,100,Niche Premium
8150,Suit Studio Blue Oasis 2 Pc Skirt Suit,Suits,Suit Studio,122.6,75.77,5,613,234.17,38.2,122.6,100,Underperformer
8183,Tahari Arthur S Levine Luxe 2 Piece Skirt Suit,Suits,Tahari,176.56,98.52,3,529.68,234.12,44.2,176.56,100,Niche Premium
17645,Fox Men's Flight Zip Front Fleece,Fashion Hoodies & Sweatshirts,Fox,69.5,40.24,8,556,234.08,42.1,69.5,100,Niche Premium
1189,Roxy Juniors Sierra Ridge Long Sleeve Sweater,Sweaters,Roxy,59.5,26.06,7,416.5,234.07,56.2,59.5,100,Niche Premium
19766,Ralph Lauren Hand Knit Silk Linen Men's Sweater,Sweaters,Polo Ralph Lauren,129.98,71.49,4,519.92,233.96,45,129.98,100,Niche Premium
25643,Calvin Klein Men's Core Sculpt Compression Short Sleeve Crew Tee,Underwear,Calvin Klein,58,28.77,8,464,233.86,50.4,58,100,Niche Premium
7552,Sutton Studio Pearl and Lace Applique Jacket,Blazers & Jackets,Sutton Studio,98.08,39.62,4,392.32,233.82,59.6,98.08,100,Niche Premium
20908,Joe's Jeans Men's Donovan Rocker Fit Jean,Jeans,Joe's Jeans,172,94.08,3,516,233.75,45.3,172,100,Niche Premium
22310,Calvin Klein Sportswear Men's Step Weave Dylan Pant,Pants,Calvin Klein,79.5,40.55,6,477,233.73,49,79.5,100,Niche Premium
19183,Chestnut Hill Microfleece Vest - CACTUS - XS,Sweaters,Chestnut Hill,79.99,41.03,6,479.94,233.73,48.7,79.99,100,Niche Premium
22410,INC International Concepts Camo Camo Cargo Pants,Pants,INC International Concepts,45,19.04,9,405,233.68,57.7,45,100,Niche Premium
173,Columbia Sportswear Women's Bahama Short Sleeve Shirt,Tops & Tees,Columbia,55,29.04,9,495,233.64,47.2,55,100,Niche Premium
7369,MAXSTUDIO FLARED SKIRT,Skirts,MAXSTUDIO,98,39.59,4,392,233.63,59.6,98,100,Niche Premium
1402,Carhartt 100042 Women's Folk Pattern Cardigan Sweater,Sweaters,Carhartt,79.99,33.28,5,399.95,233.57,58.4,79.99,100,Niche Premium
16022,AG Adriano Goldschmied Men's Chambray Piped Long Sleeve Workshirt,Tops & Tees,AG Adriano Goldschmied,128,69.63,4,512,233.47,45.6,128,100,Niche Premium
21295,7 For All Mankind Men's Slimmy Slim Straight Leg Jean,Jeans,7 For All Mankind,178,100.21,3,534,233.36,43.7,178,100,Niche Premium
22596,KingSize Big & Tall Jersey Knockaround Pants,Pants,KingSize,49.94,24.02,9,449.46,233.27,51.9,49.94,100,Niche Premium
18954,Quiksilver Waterman Men's Chunkomatic,Sweaters,Quiksilver,79,40.13,6,474,233.21,49.2,79,100,Niche Premium
24364,Dockers Men's Packable Bomber Jacket,Outerwear & Coats,Dockers,54.99,25.85,8,439.92,233.16,53,54.99,100,Niche Premium
7944,Willow & Clay Women's Two Pocket Crop Blazer,Blazers & Jackets,Willow & Clay,72.75,26.12,5,363.75,233.16,64.1,72.75,100,Niche Premium
1441,prAna Women's Gabby Duster,Sweaters,prAna,109.95,51.68,4,439.8,233.09,53,109.95,100,Niche Premium
4799,PAIGE Women's Verdugo Ultra Skinny Cardinal Jean,Jeans,PAIGE,124.99,66.74,4,499.96,232.98,46.6,124.99,100,Niche Premium
4608,Not Your Daughter's Jeans Women's Marylin Straight Leg Jeans,Jeans,Not Your Daughter's Jeans,104,57.41,5,520,232.96,44.8,104,100,Niche Premium
13925,Kate Spade Women's Ally Polarized Aviator Sunglasses,Accessories,Kate Spade,92.7,34.48,4,370.8,232.86,62.8,92.7,100,Niche Premium
11696,Le Mystere Dream Tisha Lace Cami 3965,Intimates,Le Mystere,95,48.45,5,475,232.75,49,95,100,Niche Premium
19053,Victorinox Men's Traveler Sweater,Sweaters,Victorinox,87.49,40.95,5,437.45,232.72,53.2,87.49,100,Niche Premium
22741,Carhartt Men's Work Short,Shorts,Carhartt,49.8,23.95,9,448.2,232.62,51.9,49.8,100,Niche Premium
17835,Armada Men's Tri Fleece Hoodie,Fashion Hoodies & Sweatshirts,Armada,89.95,51.18,6,539.7,232.61,43.1,89.95,100,Niche Premium
20724,Diesel Men's Larkee Relaxed Straight Leg Jean,Jeans,Diesel,93.98,47.46,5,469.9,232.6,49.5,93.98,100,Niche Premium
28757,Ray-Ban Sunglasses -Flight Senior RB 3212,Accessories,Ray-Ban,84.12,37.6,5,420.6,232.59,55.3,84.12,100,Niche Premium
7452,Hard Tail Denim wash pencil skirt -charcoal,Skirts,Hard Tail,82,35.51,5,410,232.47,56.7,82,100,Niche Premium
17861,Quiksilver Waterman Men's Stratus Hoodie,Fashion Hoodies & Sweatshirts,Quiksilver,52.5,26.67,9,472.5,232.47,49.2,52.5,100,Niche Premium
